wgi_glacier_id,political_unit,continent_code,glacier_name,latitude,longitude,mean_elev (m),form,source_nourish,total_area (km²)
SU4H08003148,SU,4,791,43.25,41.65,2960,4,1,2.1
SU4H08003169,SU,4,770C,43.22,41.8,2930,4,1,0.2
SU4H08003192,SU,4,729,43.37,41.98,3225,4,1,0.2
SU4H08004202,SU,4,718,43.3,41.88,3110,5,1,0.2
SU4H08004252,SU,4,645,43.28,42.12,3260,5,1,0.2
SU4H08004278,SU,4,619,43.28,42.22,3435,4,1,0.3
SU4H08004281,SU,4,615C,43.27,42.23,3420,5,1,0.1
SU4H08004313,SU,4,ULLUKAM,43.32,42.4,3975,3,1,1.3
SU4X03001979,SU,4,VOSTOK2,81.35,58.93,142,1,1,122.5
SU4Y03002005,SU,4,5,76.57,66.78,540,1,1,138.6
SU4Y03002019,SU,4,19,76.88,67.02,135,2,1,16.2
SU4Y03002048,SU,4,NIIGA,75.45,61.23,345,2,1,144.4
SU4Y03002098,SU,4,98,76.27,66.5,280,2,1,11.3
SU4Y03002192,SU,4,192,76.35,64.62,360,3,1,1.2
SU4Y03002281,SU,4,281,74.48,56.83,585,3,1,9.2
SU4Y03002290,SU,4,290,74.63,57.05,490,3,1,6.8
SU4Y03002325,SU,4,325,73.57,56.33,565,3,1,12.9
SU4Y03002350,SU,4,350,73.37,55.53,300,4,1,0.2
SU4Y03002393,SU,4,393,73.53,54.53,610,3,1,0.4
SU4Y03002427,SU,4,427,73.6,53.9,640,3,1,1.8
SU4Y03002473,SU,4,473,73.8,56.12,560,3,1,1.6
SU4Y03002483,SU,4,PINEGINA,74.02,55.78,300,3,1,0.7
SU4Y03002537,SU,4,537,74.08,56.23,535,3,1,0.7
SU4Y03002636,SU,4,636,73.02,54.92,600,3,1,3.8
SU4Y03002637,SU,4,637,73.13,54.95,1000,5,1,0.5
SU5A13206020,SU,5,20,44.95,79.48,3600,5,1,8.1
SU5A13206027,SU,5,27,44.98,79.55,3720,4,1,0.3
SU5A13206093,SU,5,93,45.07,79.92,3635,3,1,1.4
SU5A13206197,SU,5,197,45.17,80.43,3260,3,1,2.1
SU5A13206213,SU,5,213,45.15,80.5,3550,4,1,0.9
SU5A13206246,SU,5,246,45.2,80.73,3610,3,1,2.2
SU5A13207010,SU,5,10,45.18,80.75,3495,3,1,3.6
SU5A13207022,SU,5,22,45.13,80.88,3609,5,1,11
SU5A13207058,SU,5,58,45.33,81.08,3295,3,1,0.6
SU5A13207095,SU,5,95,45.3,81.42,3480,4,1,0.4
SU5A15102009,SU,5,9,49.13,86.78,3000,4,1,0.4
SU5A15103039,SU,5,39,49.07,85.6,2815,4,1,0.1
SU5A15103040,SU,5,40,49.07,85.62,2815,4,1,0.3
SU5A15103058,SU,5,58,49.15,86.55,2815,5,1,0.1
SU5A15103062,SU,5,62,49.15,86.6,3120,5,1,0.1
SU5A15103075,SU,5,75,49.15,86.78,2935,5,1,0.1
SU5A15103080,SU,5,80,49.15,86.92,2780,4,1,0.2
SU5A15103085,SU,5,85,49.17,86.98,2950,3,1,0.4
SU5A15103093,SU,5,93,49.15,87.13,2830,5,1,0.1
SU5A15103126,SU,5,126,49.75,86.65,2535,5,1,0.2
SU5A15104003,SU,5,3,50.27,84.28,2230,4,0,0.1
SU5A15104023,SU,5,23,49.75,86.42,3015,4,0,0.6
SU5A15104084,SU,5,84,49.95,85.93,2670,3,0,1
SU5A15104106,SU,5,106,49.83,86.02,2715,5,0,0.1
SU5A15104108,SU,5,108,49.82,86,2645,4,0,0.2
SU5A15104146,SU,5,146,49.88,86.2,3030,4,0,0.8
SU5A15104186,SU,5,186,49.78,86.45,2970,4,0,0.6
SU5C16106005,SU,5,PERVENETS,69.33,91.43,860,5,1,0.18
SU5D17201003,SU,5,11,56.85,117.4,1990,3,1,0.7
SU5D17301010,SU,5,63,62.43,140.97,2425,5,1,0.3
SU5D17301038,SU,5,141,62.1,141.28,2295,3,1,4.4
SU5D17502039,SU,5,39,67.45,128.08,2050,4,1,0.32
SU5D17502059,SU,5,59,68.42,128.62,1970,3,1,0.16
SU5E17701006,SU,5,DELONGA,76.65,148.65,235,1,1,12.9
SU5E17702043,SU,5,43,65.27,145.97,2225,3,1,0.6
SU5E17702052,SU,5,52,65.23,145.83,2175,2,1,1.7
SU5E17702089,SU,5,89,65.02,146.08,2150,4,1,0.3
SU5E17702109,SU,5,109,65.43,142.02,2410,4,1,0.1
SU5E17702142,SU,5,142,66,140.7,2285,4,1,0.1
SU5E17702152,SU,5,152,65.97,140.42,2200,4,1,0.1
SU5E17702170,SU,5,170,66.02,140.18,2135,3,1,1.1
SU5E17703069,SU,5,21,62.7,140.85,2415,5,1,0.4
SU5E17703092,SU,5,5,62.73,140.62,2670,5,1,0.4
SU5X14101003,SU,5,3,41.72,70.27,3350,4,1,0.1
SU5X14101004,SU,5,4,41.72,70.28,3350,4,1,0.1
SU5X14101012,SU,5,12,41.8,70.41,3350,4,1,0.2
SU5X14102046,SU,5,46,42.19,71.27,3860,5,1,0.1
SU5X14103053,SU,5,53,42.03,72.18,3620,4,1,0.2
SU5X14103054,SU,5,54,42,72.32,3580,4,1,0.2
SU5X14103059,SU,5,59,42.02,72.25,3710,4,1,0.1
SU5X14103143,SU,5,143,41.95,73.8,3600,6,1,1.4
SU5X14103148,SU,5,148,42.01,73.74,3620,4,1,0.2
SU5X14103181,SU,5,181,42.11,73.22,3505,4,1,0.3
SU5X14104003,SU,5,3,41.61,75.4,3620,4,1,0.1
SU5X14104032,SU,5,32,41.63,76.35,3980,3,1,3.1
SU5X14104042,SU,5,42,41.84,76.7,3940,5,1,0.2
SU5X14104062,SU,5,62,41.88,76.67,4020,4,1,1
SU5X14104147,SU,5,147,41.94,77.27,4100,4,1,0.1
SU5X14104209,SU,5,209,41.83,77.18,4030,5,1,0.1
SU5X14104222,SU,5,222,41.83,77.28,4020,3,1,2
SU5X14104228,SU,5,228,41.85,77.43,4060,4,1,0.3
SU5X14104253,SU,5,253,41.79,77.53,4060,5,1,0.1
SU5X14104290,SU,5,290,41.76,77.59,4250,5,1,0.4
SU5X14104375,SU,5,375,41.68,77.26,4030,5,1,0.2
SU5X14104378,SU,5,378,41.7,77.31,4100,5,1,0.1
SU5X14104410,SU,5,410,41.56,77,4060,4,1,1.4
SU5X14104421,SU,5,421,41.57,76.86,3910,4,1,0.2
SU5X14105017,SU,5,17,41.38,76.44,4025,4,1,0.3
SU5X14105019,SU,5,19,41.36,76.46,3940,3,1,0.6
SU5X14105118,SU,5,118,41.38,77.3,4180,5,1,0.1
SU5X14105120,SU,5,120,41.38,77.31,4120,4,1,0.2
SU5X14105140,SU,5,140,41.29,77.38,4290,5,1,0.2
SU5X14105158,SU,5,158,41.31,77.48,4220,5,1,0.1
SU5X14105187,SU,5,187,41.33,77.68,4460,3,1,1.2
SU5X14105255,SU,5,255,41.43,77.64,4280,4,1,0.6
SU5X14105340,SU,5,340,41.71,78.11,4170,5,1,0.1
SU5X14105363,SU,5,363,41.88,78.23,4335,5,1,0.3
SU5X14105364,SU,5,364,41.89,78.22,4095,5,1,0.1
SU5X14105367,SU,5,367,41.88,78.25,4245,5,1,0.4
SU5X14105412,SU,5,412,41.9,77.72,4365,5,1,0.4
SU5X14105464,SU,5,464,41.76,77.69,4285,3,1,1
SU5X14105494,SU,5,494,41.64,77.49,4245,3,1,0.9
SU5X14105546,SU,5,546,41.53,77.06,3960,5,1,0.2
SU5X14105552,SU,5,552,41.55,76.97,4100,3,1,0.2
SU5X14106003,SU,5,3,41.36,76.27,4020,4,1,0.2
SU5X14106026,SU,5,26,41.38,76.68,3880,4,1,0.5
SU5X14106041,SU,5,41,41.38,76.92,4030,3,1,0.4
SU5X14106063,SU,5,63,41.35,77.01,4200,4,1,0.2
SU5X14106075,SU,5,75,41.28,77.28,4510,4,1,0.2
SU5X14106090,SU,5,90,41.26,77.22,4280,3,1,1.9
SU5X14106108,SU,5,108,41.25,77.16,4440,5,1,0.1
SU5X14106145,SU,5,145,41.14,76.26,4030,4,1,0.2
SU5X14106148,SU,5,148,41.14,76.25,3890,4,1,0.1
SU5X14106166,SU,5,166,41.06,76.1,4030,5,1,0.1
SU5X14106175,SU,5,175,41.03,76.03,4120,3,1,0.4
SU5X14106180,SU,5,180,41.04,75.99,4070,4,1,0.4
SU5X14106190,SU,5,190,41.03,75.91,3960,3,1,1
SU5X14106220,SU,5,220,40.93,75.68,4020,3,1,2.3
SU5X14106221,SU,5,221,40.92,75.66,4080,3,1,1
SU5X14106223,SU,5,223,40.91,75.64,3960,3,1,0.6
SU5X14107053,SU,5,53,40.76,74.27,3875,3,1,0.8
SU5X14107056,SU,5,56,40.77,74.3,4160,4,1,0.1
SU5X14107082,SU,5,82,40.64,74.52,4080,3,1,1.3
SU5X14107150,SU,5,150,40.47,75.15,4220,3,1,1.4
SU5X14107178,SU,5,178,40.99,74.54,4060,5,1,0.1
SU5X14107179,SU,5,179,41,74.55,4080,4,1,0.2
SU5X14107200,SU,5,200,40.94,74.94,4140,4,1,0.1
SU5X14108003,SU,5,3,41.43,72.9,3665,5,1,0.2
SU5X14108007,SU,5,7,41.39,72.85,3620,4,1,0.1
SU5X14108017,SU,5,17,41.52,73.22,3500,5,1,0.1
SU5X14108112,SU,5,112,40.54,74.57,4280,3,1,0.5
SU5X14108118,SU,5,118,40.53,74.63,4260,3,1,0.7
SU5X14108160,SU,5,160,40.5,74.66,4290,4,1,0.2
SU5X14108172,SU,5,172,40.35,74.82,4500,4,1,0.2
SU5X14108191,SU,5,191,40.12,74.2,4200,4,1,0.1
SU5X14108207,SU,5,207,40.13,74.05,4480,3,1,0.1
SU5X14108222,SU,5,222,40.18,73.92,4170,4,1,0.4
SU5X14108261,SU,5,261,40.15,73.8,4025,3,1,0.5
SU5X14108284,SU,5,284,39.9,73.22,4220,3,1,0.6
SU5X14109014,SU,5,14,39.82,71.83,4550,3,1,0.5
SU5X14109057,SU,5,57,39.7,71.92,4050,4,1,0.3
SU5X14109070,SU,5,70,39.73,71.95,4100,3,1,0.2
SU5X14109116,SU,5,116,39.78,72.42,4350,5,1,0.1
SU5X14109124,SU,5,124,39.78,72.47,4400,5,1,0.2
SU5X14109135,SU,5,135,39.87,72.48,4550,4,1,0.1
SU5X14109188,SU,5,188,39.88,72.38,4500,4,1,0.8
SU5X14109200,SU,5,200,39.98,72.45,4300,5,1,0.2
SU5X14109295,SU,5,295,39.92,72.57,4700,5,1,0.2
SU5X14109309,SU,5,309,39.82,72.6,4480,3,1,1
SU5X14109420,SU,5,420,40.07,73.15,4100,5,1,0.2
SU5X14110054,SU,5,54,39.55,69.85,4050,4,1,0.6
SU5X14110073,SU,5,73,39.55,70,3910,3,1,4.1
SU5X14110087,SU,5,87,39.65,70.08,3970,5,1,0.2
SU5X14110139,SU,5,139,39.6,70.37,4120,4,1,0.9
SU5X14110158,SU,5,158,39.63,70.5,4080,4,1,0.7
SU5X14110169,SU,5,169,39.68,70.53,3930,5,1,0.4
SU5X14110195,SU,5,195,39.62,70.68,4080,3,1,0.8
SU5X14110332,SU,5,332,39.48,71,4350,4,1,0.8
SU5X14110378,SU,5,378,39.57,71.32,4100,4,1,0.1
SU5X14110388,SU,5,388,39.6,71.45,4120,4,1,0.2
SU5X14110392,SU,5,392,39.63,71.47,4360,4,1,0.3
SU5X14110428,SU,5,428,39.73,71.42,3985,3,1,1.2
SU5X14110433,SU,5,433,39.73,71.48,4050,4,1,0.9
SU5X14110472,SU,5,472,39.73,71.5,3930,4,1,0.3
SU5X14111044,SU,5,44,42.31,70.84,3415,5,1,0.1
SU5X14111052,SU,5,52,42.21,70.65,3240,5,1,0.3
SU5X14201061,SU,5,61,42.22,71.26,3995,3,1,3.1
SU5X14201113,SU,5,113,42.12,71.96,3660,5,1,0.3
SU5X14201133,SU,5,133,42.16,72.51,3700,5,1,0.4
SU5X14201181,SU,5,181,42.22,72.86,3455,5,1,0.5
SU5X14201200,SU,5,200,42.33,73.56,3920,3,1,0.4
SU5X14202034,SU,5,34,42.44,73.5,3760,4,1,0.3
SU5X14202037,SU,5,37,42.43,73.53,3810,4,1,0.5
SU5X14202099,SU,5,99,42.4,73.71,3855,5,1,0.1
SU5X14202105,SU,5,105,42.34,73.65,3750,4,1,0.1
SU5X14202153,SU,5,153,42.38,74.08,3745,3,1,1.7
SU5X14202163,SU,5,163,42.4,74.15,3925,3,1,1
SU5X14202174,SU,5,174,42.51,74.14,3850,5,1,0.5
SU5X14202180,SU,5,180,42.48,74.17,3885,3,1,0.8
SU5X14202215,SU,5,215,42.48,74.42,3910,4,1,0.4
SU5X14202238,SU,5,238,42.47,74.43,3825,5,1,0.1
SU5X14202288,SU,5,288,42.41,74.69,3790,3,1,2.1
SU5X14202293,SU,5,293,42.41,74.72,3775,3,1,1.3
SU5X14202306,SU,5,306,42.49,74.75,3750,3,1,3.2
SU5X14202323,SU,5,323,42.5,74.77,4150,3,1,1.4
SU5X14202329,SU,5,329,42.47,74.75,4260,3,1,3.8
SU5X14202350,SU,5,350,42.45,74.88,3835,3,1,0.5
SU5X14202396,SU,5,396,42.47,75.16,3815,4,1,0.4
SU5X14203009,SU,5,9,42.43,75.35,3720,5,1,0.1
SU5X14203093,SU,5,93,42.02,75.45,4115,4,1,0.6
SU5X14203098,SU,5,98,42.02,75.41,3980,3,1,0.4
SU5X14203141,SU,5,141,41.99,76.38,3915,5,1,0.3
SU5X14203186,SU,5,186,42.09,76,3950,5,1,0.6
SU5X14204069,SU,5,69,42.88,77.14,,3,1,2.9
SU5X14204108,SU,5,108,42.98,76.84,3840,4,1,0.3
SU5X14204117,SU,5,117,42.94,76.76,3955,4,1,0.2
SU5X14205020,SU,5,20,41.96,76.58,3920,3,1,2.3
SU5X14205033,SU,5,33,41.98,76.79,4025,4,1,1.2
SU5X14205043,SU,5,43,41.93,76.89,4015,3,1,0.8
SU5X14205087,SU,5,87,41.97,77.39,4000,5,1,0.4
SU5X14205097,SU,5,97,41.97,77.47,3965,5,1,0.6
SU5X14205131,SU,5,131,41.88,77.68,4095,4,1,0.8
SU5X14205152,SU,5,152,42.01,77.69,4070,5,1,0.7
SU5X14205165,SU,5,165,42.06,77.81,3950,5,1,0.5
SU5X14205249,SU,5,249,42.06,78.15,3875,3,1,3.6
SU5X14205382,SU,5,382,42.26,78.72,4120,3,1,1.9
SU5X14205418,SU,5,418,42.36,78.81,4080,5,1,0.4
SU5X14205424,SU,5,424,42.4,78.83,4035,4,1,0.3
SU5X14205443,SU,5,443,42.31,78.86,4115,2,1,5.1
SU5X14205493,SU,5,493,42.91,77.68,3965,5,1,0.6
SU5X14205514,SU,5,514,42.91,77.39,3895,3,1,1.8
SU5X14205580,SU,5,580,42.8,76.99,4050,5,1,0.3
SU5X14206013,SU,5,13,41.79,78.39,4305,5,1,4
SU5X14206128,SU,5,128,41.57,78.71,4270,5,1,0.2
SU5X14206154,SU,5,154,41.61,78.83,4580,3,1,1.2
SU5X14206174,SU,5,174,41.76,78.79,4140,4,1,0.1
SU5X14206212,SU,5,212,41.69,78.89,4403,4,1,0.2
SU5X14206230,SU,5,230,41.71,79.06,4320,3,1,9
SU5X14206246,SU,5,246,41.81,79.05,4540,5,1,0.1
SU5X14207038,SU,5,38,42.22,78.71,,5,1,0.3
SU5X14207119,SU,5,119,42.09,78.74,4150,3,1,2.2
SU5X14207123,SU,5,123,42.08,78.76,4050,4,1,0.5
SU5X14207174,SU,5,174,42.05,78.91,3930,5,1,1.3
SU5X14207270,SU,5,270,42.08,78.5,4475,5,1,0.1
SU5X14207301,SU,5,301,42.08,78.37,4315,5,1,0.4
SU5X14207318,SU,5,318,42.06,78.28,4310,5,1,0.2
SU5X14207344,SU,5,344,41.98,78.38,4350,5,1,1.1
SU5X14207379,SU,5,379,41.91,78.51,4285,4,1,0.3
SU5X14207391,SU,5,391,41.89,78.46,4390,3,1,1
SU5X14208015,SU,5,15,42.37,79.08,3985,5,1,0.3
SU5X14208037,SU,5,37,42.38,79.91,3970,5,1,0.2
SU5X14208081,SU,5,81,42.36,79.73,3975,4,1,0.5
SU5X14208088,SU,5,88,42.32,79.75,4150,4,1,0.2
SU5X14208098,SU,5,98,42.26,79.88,4510,3,1,4.2
SU5X14208116,SU,5,116,42.24,79.71,4320,3,1,2.9
SU5X14208139,SU,5,139,42.25,79.63,3930,4,1,0.2
SU5X14208160,SU,5,160,42.25,79.49,3870,3,1,2.7
SU5X14208183,SU,5,183,42.23,79.35,3900,5,1,0.2
SU5X14208210,SU,5,210,42.11,79.12,4015,4,1,0.3
SU5X14209021,SU,5,21,42.2,79.38,4260,3,1,0.3
SU5X14209106,SU,5,106,42.2,79.89,4180,3,1,3
SU5X14209111,SU,5,111,42.18,79.94,5330,5,1,0.6
SU5X14209171,SU,5,171,42.13,80.07,4650,3,1,1.9
SU5X14209249,SU,5,249,42.11,79.58,4325,3,1,1.7
SU5X14209300,SU,5,300,42.1,79.59,4270,4,1,0.4
SU5X14209309,SU,5,309,42.11,79.77,4645,3,1,1.8
SU5X14209335,SU,5,335,42.02,79.48,4265,4,1,0.8
SU5X14209343,SU,5,343,41.94,79.18,3810,3,1,1.5
SU5X14209347,SU,5,347,41.93,79.15,4010,4,1,0.3
SU5X14209360,SU,5,360,42.02,79.57,4080,3,1,12.4
SU5X14209385,SU,5,385,41.97,79.74,4405,4,1,0.6
SU5X14210005,SU,5,5,40.79,76.65,4400,7,1,6.6
SU5X14210015,SU,5,15,40.77,76.63,4290,3,1,0.3
SU5X14210045,SU,5,45,40.92,75.71,4290,7,1,1
SU5X14210068,SU,5,68,41.24,77.25,4160,4,1,0.3
SU5X14210088,SU,5,88,41.03,77.21,4450,3,1,7.8
SU5X14210100,SU,5,100,41.06,77.1,4260,3,1,0.8
SU5X14210106,SU,5,106,41.08,77.05,4190,3,1,0.4
SU5X14210132,SU,5,132,41.03,76.85,3950,4,1,0.3
SU5X14210204,SU,5,204,41.1,77.68,5555,7,1,0.9
SU5X14210207,SU,5,207,41.15,77.71,4365,3,1,2.1
SU5X14210244,SU,5,244,41.09,77.53,4755,4,1,0.5
SU5X14210277,SU,5,277,41.29,77.76,4745,7,1,0.5
SU5X14210367,SU,5,367,41.24,78.28,4050,3,1,2.2
SU5X14301017,SU,5,17,39.55,69.4,3990,4,1,0.1
SU5X14301020,SU,5,20,39.52,69.48,4260,3,1,0.5
SU5X14301032,SU,5,32,39.58,69.67,4400,3,1,0.5
SU5X14301122,SU,5,122,39.58,70.1,4480,4,1,0.7
SU5X14301177,SU,5,177,39.48,70.35,4060,3,1,0.6
SU5X14301210,SU,5,210,39.55,70.63,4310,4,1,0.5
SU5X14301219,SU,5,219,39.5,70.6,3870,3,1,1.2
SU5X14301224,SU,5,224,39.58,70.48,4540,4,1,0.2
SU5X14301234,SU,5,234,39.53,70.53,4600,4,1,0.5
SU5X14301254,SU,5,254,39.47,70.57,4070,5,1,0.1
SU5X14301307,SU,5,307,39.38,70.17,3960,7,1,0.2
SU5X14301317,SU,5,317,39.42,70.12,4020,4,1,0.3
SU5X14301349,SU,5,349,39.35,69.88,3900,3,1,0.5
SU5X14301350,SU,5,350,39.35,69.87,4150,4,1,0.3
SU5X14301357,SU,5,357,39.3,69.83,4230,3,1,0.3
SU5X14301404,SU,5,404,39.27,69.53,4050,3,1,4.5
SU5X14301443,SU,5,443,39.23,69.3,3950,4,1,0.1
SU5X14301466,SU,5,466,39.25,69.12,4240,4,1,0.9
SU5X14301492,SU,5,492,39.25,68.8,4000,4,1,0.4
SU5X14301537,SU,5,537,39.28,69.65,4100,4,1,0.2
SU5X14301620,SU,5,620,39.08,68.95,4060,4,1,0.1
SU5X14301688,SU,5,688,38.95,68.18,4120,4,1,0.1
SU5X14301713,SU,5,713,39.05,68,3920,4,1,0.2
SU5X14301717,SU,5,717,39.08,68,3965,4,1,0.2
SU5X14301738,SU,5,738,39.17,68.28,4500,5,1,0.2
SU5X14301748,SU,5,748,39.15,68.33,4200,5,1,0.1
SU5X14302076,SU,5,76,39.03,67.83,3700,5,1,0.1
SU5X14303021,SU,5,21,39.05,67.6,3680,4,1,0.2
SU5X14304017,SU,5,17,38.77,67.6,4200,5,1,0.3
SU5X14304050,SU,5,50,39,67.77,4000,4,1,0.2
SU5X14304176,SU,5,176,38.9,68.2,4118,4,1,0.6
SU5X14304213,SU,5,213,38.9,68.53,4080,3,1,1.8
SU5X14304216,SU,5,216,38.88,68.53,4040,4,1,0.5
SU5X14305001,SU,5,1,38.82,68.55,3580,4,1,0.2
SU5X14305070,SU,5,70,38.98,68.57,3820,3,1,0.4
SU5X14305099,SU,5,99,39,68.85,3760,4,1,0.1
SU5X14305118,SU,5,118,38.92,69.17,3770,3,1,0.6
SU5X14305178,SU,5,178,39,69.53,3880,3,1,0.2
SU5X14305188,SU,5,188,38.98,69.47,3920,4,1,0.1
SU5X14305197,SU,5,197,38.98,69.55,3540,3,1,0.8
SU5X14305208,SU,5,208,39.08,69.52,4140,4,1,0.1
SU5X14306006,SU,5,6,39.05,69.92,3915,7,1,0.4
SU5X14306030,SU,5,30,39.18,70.07,3740,4,1,0.2
SU5X14306055,SU,5,55,39.17,69.78,4075,4,1,0.3
SU5X14306069,SU,5,69,39.27,69.67,4025,7,1,0.4
SU5X14306070,SU,5,70,39.27,69.68,4025,4,1,0.1
SU5X14306092,SU,5,92,39.32,69.88,4200,7,1,0.3
SU5X14306142,SU,5,142,39.37,70.35,3825,3,1,0.2
SU5X14306167,SU,5,167,39.3,70.47,3850,3,1,0.6
SU5X14306217,SU,5,217,39.13,70.43,3140,4,1,0.2
SU5X14306218,SU,5,218,39.22,70.57,3750,4,1,0.2
SU5X14306235,SU,5,235,39.27,70.52,3565,4,1,0.2
SU5X14306246,SU,5,246,39.38,70.53,3950,7,1,0.1
SU5X14306290,SU,5,290,39.42,70.75,3905,4,1,0.5
SU5X14306301,SU,5,301,39.38,70.77,3980,7,1,0.3
SU5X14306308,SU,5,308,39.37,70.8,3975,7,1,0.1
SU5X14306315,SU,5,315,39.38,70.87,4090,3,1,2.2
SU5X14306376,SU,5,376,39.37,71.05,3975,7,1,1.3
SU5X14306426,SU,5,426,39.53,71.38,4205,3,1,1.2
SU5X14306446,SU,5,446,39.52,71.42,4300,3,1,0.3
SU5X14306450,SU,5,450,39.55,71.42,4160,3,1,1.9
SU5X14306475,SU,5,475,39.43,71.53,4070,3,1,1
SU5X14306494,SU,5,SFEDORAK,39.02,70.98,3305,3,1,0.7
SU5X14307030,SU,5,30,39.65,71.63,4400,3,1,0.9
SU5X14307037,SU,5,37,39.65,71.58,4330,4,1,0.3
SU5X14307044,SU,5,44,39.65,71.53,4165,3,1,2.6
SU5X14307064,SU,5,64,39.75,71.73,4580,4,1,0.2
SU5X14307071,SU,5,71,39.75,71.82,4500,5,1,0.1
SU5X14307074,SU,5,74,39.68,71.85,4250,5,1,0.3
SU5X14307099,SU,5,99,39.83,72.85,4300,5,1,0.2
SU5X14307129,SU,5,129,39.5,73.32,4400,3,1,1.8
SU5X14307144,SU,5,144,39.43,73.22,4420,3,1,0.4
SU5X14307159,SU,5,159,39.42,73.08,4750,4,1,0.8
SU5X14307172,SU,5,172,39.47,73.18,4400,4,1,0.1
SU5X14307232,SU,5,232,39.4,72.38,4300,4,1,0.3
SU5X14307240,SU,5,240,39.27,72.2,4650,3,1,2.4
SU5X14307258,SU,5,258,39.37,72.1,4610,3,1,1.6
SU5X14307266,SU,5,266,39.35,71.98,4150,4,1,0.5
SU5X14308098,SU,5,98,39.1,72.22,5240,3,1,0.5
SU5X14308110,SU,5,110,39.18,71.82,4090,5,1,0.1
SU5X14308121,SU,5,121,39.28,71.87,4830,2,1,4
SU5X14308146,SU,5,146,39.27,71.93,5250,5,1,0.1
SU5X14308250,SU,5,250,39.3,72.68,5275,3,1,0.5
SU5X14308280,SU,5,280,39.28,72.88,6050,5,1,0.1
SU5X14308398,SU,5,398,39.22,72.52,4775,3,1,1.1
SU5X14308431,SU,5,431,39.12,72.45,4790,5,1,0.1
SU5X14308488,SU,5,488,38.97,72.93,5240,5,1,0.1
SU5X14308521,SU,5,521,38.9,72.87,5070,5,1,0.2
SU5X14308533,SU,5,533,38.92,72.8,4850,5,1,0.2
SU5X14308546,SU,5,546,38.8,72.92,5185,4,1,0.3
SU5X14308620,SU,5,620,38.95,72.6,5030,3,1,0.7
SU5X14308653,SU,5,653,38.85,72.5,5100,4,1,0.4
SU5X14308668,SU,5,668,38.95,72.4,5400,5,1,0.1
SU5X14308757,SU,5,757,39.07,71.85,4000,4,1,0.2
SU5X14308759,SU,5,759,39.08,71.85,4125,4,1,0.2
SU5X14308769,SU,5,769,39.08,71.73,3765,4,1,0.4
SU5X14308801,SU,5,801,39.03,71.63,4450,5,1,0.5
SU5X14308802,SU,5,802,39.07,71.65,4420,5,1,0.8
SU5X14308810,SU,5,810,39.03,71.53,5000,5,1,0.1
AF5Q112C0012,AF,5,,35.357,69.372,4240,3,0,0.47
AF5Q112C0023,AF,5,,35.403,69.492,4225,3,0,0.25
AF5Q112C0062,AF,5,,35.757,69.987,4625,3,0,0.47
AF5Q112C0093,AF,5,,35.791,70.259,4475,3,0,1.11
AF5Q112C0095,AF,5,,35.755,70.269,4500,2,0,2.59
AF5Q112C0105,AF,5,,35.693,70.237,4425,3,0,0.72
AF5Q112C0147,AF,5,,35.438,70.05,4463,3,0,0.28
AF5Q112C0206,AF,5,,35.184,69.925,4488,3,0,0.22
AF5Q112C0223,AF,5,,35.135,69.838,4500,4,0,0.34
AF5X14005039,AF,5,,37.95,71.005,4200,1,0,11.34
AF5X14005102,AF,5,,37.754,70.705,4000,3,0,0.75
AF5X14007093,AF,5,,38.091,70.833,4320,3,0,0.88
AF5X14008030,AF,5,,38.103,71.207,3700,4,0,0.69
AR1I0111B028,AR,1,DOMUYO    Z,-36.57,-70.442,2800,8,1,0.032
AR1I0111B035,AR,1,DOMUYO    G    1,-36.615,-70.385,3450,4,1,0.085
AR1J1011A008,AR,1,CAJ D L BURRA C,-36.312,-70.62,2575,8,1,0.03
AR1J1011A024,AR,1,CO PIRAMIDE L,-36.32,-70.405,2250,8,1,0.05
AR1J1011A086,AR,1,LAG NEGRA E,-36.166,-70.427,2500,8,1,0.047
AR1J1011A098,AR,1,CURAMILLO C,-36.241,-70.493,2350,8,1,0.02
AR1L73100024,AR,1,VENTISQUERO,-41.638,-71.707,1900,3,1,1.35
AR1L73200030,AR,1,CERRO LINDO B,-41.958,-71.64,1720,8,1,0.04
AT4J131GA001,AT,4,EISKAR,46.612,12.907,2250,4,2,0.15
AT4J131IS087,AT,4,,47.132,12.533,2670,4,1,0.05
AT4J131IS107,AT,4,LAPERWITZ,47.092,12.657,3050,3,1,2.05
AT4J131LI004,AT,4,SCHWALBEN,46.96,13.348,2740,4,0,0.14
AT4J131LI008,AT,4,WE.TRIPP E,47.005,13.332,2760,4,0,0.12
AT4J131MO030,AT,4,FREIWAND(MAGNES),47.095,12.752,2890,4,0,0.35
AT4J143FA008,AT,4,ROTENKARL,47.003,10.792,2950,4,2,0.1
AT4J143FA020,AT,4,OE.WANNET,46.882,10.783,3030,4,0,0.79
AT4J143FA032,AT,4,KAISERBERG,46.903,10.682,2890,4,0,0.44
AT4J143OE055,AT,4,GRANATEN W,46.843,11.073,2950,0,1,0.03
AT4J143OE118,AT,4,KREUZ N2,46.817,10.858,2990,4,1,0.06
AT4J143PI021,AT,4,MI.EISKASTEN W,46.923,10.792,3120,0,1,0.58
AT4J143PI030,AT,4,SUE.LOECHER W,46.962,10.797,3020,0,1,0.1
AT4J143SA050,AT,4,FUSCHERKAR,47.103,12.745,2860,4,1,1.09
AT4J143SA127,AT,4,,47.133,12.312,3050,0,1,0.22
