wgi_glacier_id,political_unit,continent_code,glacier_name,latitude,longitude,mean_elev (m),form,source_nourish,total_area (km²)
CN5O282A0908,CN,5,,29.566,96.649,5480,3,0,0.5
CN5O282A0918,CN,5,,29.541,96.73,5100,4,1,0.9
CN5O282A0946,CN,5,,29.609,96.826,5300,4,1,0.2
CN5O282A0980,CN,5,,29.595,96.865,5460,4,1,1.25
CN5O282A0998,CN,5,,29.602,96.956,5300,3,0,0.5
CN5O282A1002,CN,5,,29.624,96.963,5420,5,1,0.05
CN5O282A1022,CN,5,,29.698,97.015,5400,4,1,0.6
CN5O282A1041,CN,5,,29.581,97.081,5600,5,1,0.13
CN5O282A1044,CN,5,,29.575,97.061,5440,4,1,0.2
CN5O282A1059,CN,5,,29.547,97.011,5480,5,1,0.03
CN5O282A1072,CN,5,,29.517,96.954,5500,5,1,0.05
CN5O282B0017,CN,5,,29.266,96.904,5400,3,0,0.5
CN5O282B0067,CN,5,,29.479,96.598,4900,4,1,0.3
CN5O282B0088,CN,5,,29.43,96.473,5100,4,1,0.23
CN5O282B0091,CN,5,,29.412,96.428,5200,4,2,0.68
CN5O282B0103,CN,5,,29.49,96.326,5100,4,1,1
CN5O282B0114,CN,5,,29.536,96.335,5120,4,1,0.3
CN5O282B0129,CN,5,,29.572,96.281,4750,3,0,1.6
CN5O282B0137,CN,5,,29.629,96.205,5200,5,1,0.05
CN5O282B0163,CN,5,,29.698,96.071,5200,4,1,0.2
CN5O282B0189,CN,5,,29.686,95.969,4880,4,1,1
CN5O282B0203,CN,5,,29.685,95.899,5200,4,1,1.2
CN5O282B0218,CN,5,,29.667,95.796,4400,4,1,0.73
CN5O282B0270,CN,5,Guodong,29.798,95.213,4300,3,0,4.4
CN5O282B0277,CN,5,,30.501,95.155,5000,5,1,0.2
CN5O283B0002,CN,5,,29.6,95.69,4500,4,1,0.93
CN5O283B0041,CN,5,,29.567,95.966,4900,4,1,1
CN5O283B0070,CN,5,,29.401,95.971,4600,3,0,0.8
CN5O283B0074,CN,5,,29.366,95.936,4640,4,1,0.28
CN5O283B0087,CN,5,,29.393,95.891,4600,4,1,0.38
CN5O291A0062,CN,5,,28.978,96.503,4720,5,1,0.15
CN5O291A0108,CN,5,,29.307,96.197,4530,3,0,2.78
CN5O291A0127,CN,5,,29.241,96.05,4780,4,1,3.65
CN5O291B0003,CN,5,,29.467,96.092,4800,2,0,11.53
CN5O291B0014,CN,5,,29.472,96.128,4600,4,1,1.88
CN5O291B0018,CN,5,,29.519,96.144,4680,4,1,5.63
CN5O291B0073,CN,5,,29.28,96.403,5040,4,1,0.2
CN5O291B0109,CN,5,,29.301,96.573,4540,5,1,0.1
CN5O291B0132,CN,5,,29.192,96.556,4760,4,1,2.73
CN5O291B0220,CN,5,,28.848,96.802,4920,4,1,0.3
CN5O291B0286,CN,5,,28.878,97.124,4900,3,0,0.88
CN5O291B0313,CN,5,,28.888,97.284,5160,4,1,0.38
CN5O291B0326,CN,5,,28.738,97.291,4900,5,1,0.1
CN5O291B0356,CN,5,,28.976,97.256,4900,5,1,0.02
CN5O291B0408,CN,5,,29.367,97.009,5320,3,0,3.45
CN5O291B0419,CN,5,,29.464,96.982,5440,4,1,1.65
CN5O291B0456,CN,5,,29.421,97.132,5430,4,1,0.2
CN5O291B0484,CN,5,,29.448,97.176,5340,3,0,2.05
CN5O291B0498,CN,5,,29.346,97.176,5360,3,0,4.4
CN5O291B0502,CN,5,,29.39,97.197,5150,3,0,0.78
CN5O291B0530,CN,5,,29.194,97.298,5200,4,1,0.73
CN5O291B0546,CN,5,,29.195,97.373,4800,4,1,0.63
CN5O291B0566,CN,5,,29.387,97.295,5300,5,1,0.05
CN5O291B0575,CN,5,,29.473,97.355,5340,5,1,0.2
CN5Q153F0049,CN,5,,35.196,78.066,5595,5,1,0.23
CN5Q153H0005,CN,5,Xiaohong,35.113,78.294,5973,5,1,3.43
CN5Q153H0009,CN,5,,35.131,78.24,5875,5,1,0.58
CN5Q153I0002,CN,5,,35.058,78.189,5630,5,1,1.3
CN5Q153I0031,CN,5,,35.125,78.366,5934,9,1,0.07
CN5Q153I0046,CN,5,,35.083,78.508,6045,5,1,0.1
CN5Q153K0002,CN,5,,34.787,78.255,5696,5,1,0.33
CN5Q153K0022,CN,5,,34.898,78.283,5835,5,1,0.1
CN5Q153K0081,CN,5,,34.824,78.462,5981,5,1,0.35
CN5Q153K0126,CN,5,,34.88,78.582,5984,5,1,0.1
CN5Q153K0133,CN,5,,34.751,78.647,5575,5,1,0.43
CN5Q153K0203,CN,5,,34.652,78.432,5715,5,1,0.2
CN5Q153K0204,CN,5,,34.654,78.426,5740,5,1,0.5
CN5Q153N0026,CN,5,,34.431,79.061,5780,5,1,0.6
CN5Q153N0071,CN,5,,34.187,78.936,6055,5,1,0.2
CN5Q160A0026,CN,5,,33.178,79.394,5949,5,1,0.28
CN5Q161B0007,CN,5,,31.158,81.533,5896,5,1,0.3
CN5Q161B0014,CN,5,,31.109,81.515,5765,9,1,0.05
CN5Q161B0085,CN,5,,31.191,81.283,5870,5,1,0.3
CN5Q161B0091,CN,5,,31.146,81.25,5940,5,1,0.1
CN5Q161B0103,CN,5,,31.301,81.153,5775,9,1,0.06
CN5Q161B0141,CN,5,,31.644,80.776,5952,5,1,0.12
CN5Q161C0007,CN,5,,31.752,80.713,5842,9,1,0.09
CN5Q161C0009,CN,5,,31.737,80.686,5778,5,1,0.19
CN5Q161C0063,CN,5,,31.945,80.438,5960,5,1,0.16
CN5Q162A0011,CN,5,,31.867,80.504,5920,5,1,0.28
CN5Q162A0012,CN,5,,31.858,80.493,5887,5,1,0.5
CN5Q162A0025,CN,5,,31.833,80.448,5961,9,1,0.09
CN5Q162A0030,CN,5,,31.858,80.504,5940,5,1,0.11
CN5Q162A0038,CN,5,,31.773,80.572,5796,5,1,0.8
CN5Q162A0064,CN,5,,31.731,80.589,5864,9,1,0.08
CN5Q162A0098,CN,5,,31.639,80.662,5734,5,1,0.14
CN5Q162B0015,CN,5,,31.365,80.92,5790,5,1,0.1
CN5Q162B0032,CN,5,,31.478,80.282,5871,5,1,0.9
CN5Q162B0063,CN,5,,31.587,80.13,5827,9,1,0.05
CN5Q162B0072,CN,5,,31.683,80.129,5993,5,1,0.18
CN5Q162B0079,CN,5,,31.711,79.972,5748,5,1,0.1
CN5Q162B0114,CN,5,,32.046,79.885,6048,9,1,0.05
CN5Q163A0029,CN,5,,32.447,79.601,5803,9,1,0.08
CN5Q163A0039,CN,5,,32.411,79.536,5784,9,1,0.05
CN5Q163A0064,CN,5,,32.565,79.435,5950,9,1,0.08
CN5Q163A0079,CN,5,,32.526,79.413,5705,5,1,0.18
CN5Q163A0084,CN,5,,32.53,79.38,5547,5,1,0.13
CN5Q163A0097,CN,5,,32.598,79.359,5931,9,1,0.08
CN5Q330F0043,CN,5,,32.211,78.435,6131,5,1,0.18
CN5Q330G0040,CN,5,,32.365,78.494,5695,4,1,0.93
CN5Q330G0048,CN,5,,32.42,78.543,5725,9,1,0.08
CN5Q330G0051,CN,5,,32.419,78.51,5705,9,1,0.03
CN5Q330I0009,CN,5,,32.41,78.835,5725,9,1,0.08
CN5Q331A0002,CN,5,,31.881,78.736,6296,5,1,0.33
CN5Q33200010,CN,5,,32.043,78.892,5920,5,1,0.08
CN5Q33200023,CN,5,,32.207,79.011,5814,5,1,0.15
CN5Q33200030,CN,5,,32.25,79.015,5905,5,1,0.2
CN5Q33200062,CN,5,,32.449,79.148,5786,5,1,0.28
CN5Q33200067,CN,5,,32.466,79.209,5659,5,1,0.15
CN5Q33200084,CN,5,,32.51,79.319,5568,5,1,0.13
CN5Q33200108,CN,5,,32.369,79.425,5678,5,1,0.13
CN5Q33300016,CN,5,,32.183,79.756,5776,5,1,0.25
CN5Q33300027,CN,5,,32.123,79.791,5893,5,1,0.23
CN5Q33400005,CN,5,,31.244,80.836,5780,5,1,0.13
CN5Q33400063,CN,5,,31.193,81.139,5732,5,1,0.4
CN5Q335B0025,CN,5,,30.511,81.329,5730,6,1,1.83
CN5Q335D0022,CN,5,,31.118,81.257,5850,0,1,0.11
CN5Q335D0078,CN,5,,31.06,81.44,5760,0,1,0.05
CN5Q335D0088,CN,5,,31.093,81.521,5860,5,1,0.47
CN5Q335E0009,CN,5,,31.058,81.51,5770,0,1,0.08
CN5Q335E0013,CN,5,,31.079,81.551,5720,0,1,0.04
CN5Q335E0030,CN,5,,31.023,81.564,5750,5,1,0.2
CN5Q33600024,CN,5,,31.501,80.525,5625,3,1,9.08
CN5Q33600047,CN,5,,30.582,80.385,5760,5,1,0.35
CN5Q33700101,CN,5,,31.097,79.506,6075,4,1,2
CN5Q33700111,CN,5,,31.092,79.493,6105,5,1,0.58
CN5Q33700120,CN,5,,31.154,79.441,5749,9,1,0.03
CN5Q339B0025,CN,5,,31.33,78.812,5550,5,1,1
CN5Q339B0034,CN,5,,31.456,78.819,5425,5,1,0.5
CN5X042D0004,CN,5,4,44.8,80.25,3680,5,1,0.15
CN5X042D0052,CN,5,52,44.63,80.6,3600,5,1,0.03
CN5X042E0007,CN,5,7,44.55,80.47,3640,5,1,0.18
CN5X042F0020,CN,5,20,44.52,80.55,3780,0,1,0.13
CN5X042G0008,CN,5,8,44.53,80.62,3720,4,1,2.44
CN5X043B0010,CN,5,10,44.02,82.88,3540,5,1,0.21
CN5X043E0007,CN,5,7,43.98,83.22,3660,0,1,0.05
CN5X043F0006,CN,5,6,43.95,83.25,3520,5,1,0.34
CN5X043G0005,CN,5,5,43.95,83.37,3520,5,1,0.17
CN5X043J0020,CN,5,20,43.85,83.77,3480,5,1,0.26
CN5X043K0043,CN,5,43,43.83,83.93,3780,0,1,0.06
CN5X043O0005,CN,5,5,43.55,84.53,3660,4,1,0.77
CN5X043P0037,CN,5,37,43.48,84.87,4000,0,1,0.13
CN5X043P0073,CN,5,73,43.48,84.77,3800,5,1,0.24
CN5X043P0074,CN,5,74,43.45,84.78,3840,4,1,1.99
CN5X043P0084,CN,5,84,43.47,84.72,3720,4,1,0.95
CN5X043P0103,CN,5,103,43.48,84.67,3800,5,1,0.12
CN5X043P0104,CN,5,104,43.5,84.67,3800,5,1,0.2
CN5X043Q0006,CN,5,6,43.5,84.55,3660,5,1,0.39
CN5X043R0037,CN,5,37,43.53,84.3,3640,5,1,0.21
CN5X043R0045,CN,5,45,43.48,84.23,3680,5,1,0.27
CN5X044B0002,CN,5,2,43.48,84.17,3520,5,1,0.17
CN5X044D0008,CN,5,8,43.4,84.65,3680,5,1,0.25
CN5X044D0031,CN,5,31,43.43,84.75,3700,4,1,0.59
CN5X044D0033,CN,5,33,43.43,84.78,3660,5,1,0.53
CN5X044D0034,CN,5,34,43.43,84.8,3860,4,1,0.91
CN5X044E0020,CN,5,20,43.37,84.88,3720,5,1,0.19
CN5X044E0022,CN,5,22,43.38,84.9,3780,5,1,0.19
CN5X044E0032,CN,5,32,43.38,84.98,3800,5,1,0.49
CN5X044I0009,CN,5,9,43.12,83.85,3620,4,1,1
CN5X044I0016,CN,5,16,43.12,83.78,3620,5,1,0.37
CN5X044J0068,CN,5,68,42.97,82.82,3580,5,1,0.13
CN5X044K0052,CN,5,52,42.88,82.47,3740,5,1,0.16
CN5X045B0020,CN,5,20,42.87,82.4,3520,5,1,0.16
CN5X045B0024,CN,5,24,42.85,82.37,3620,5,1,0.29
CN5X045B0027,CN,5,27,42.85,82.35,3460,5,1,0.08
CN5X045C0024,CN,5,24,42.73,82.17,3840,0,1,0.15
CN5X045D0010,CN,5,10,42.78,82.52,4000,4,1,0.49
CN5X045D0013,CN,5,13,42.8,82.5,3900,4,1,0.45
CN5X045D0033,CN,5,33,42.87,82.55,3600,0,1,0.1
CN5X045D0042,CN,5,42,42.87,82.67,3820,4,1,0.49
CN5X045E0008,CN,5,8,42.73,83.1,3900,4,1,0.81
CN5X045E0039,CN,5,39,42.7,82.97,3780,4,1,0.53
CN5X045F0025,CN,5,25,42.67,82.9,3760,0,1,0.61
CN5X045G0065,CN,5,65,42.68,82.63,4000,5,1,0.16
CN5X045H0028,CN,5,28,42.55,82.6,4160,5,1,0.22
CN5X045I0011,CN,5,11,42.48,82.35,3540,5,1,0.3
CN5X045I0020,CN,5,20,43.52,82.32,3320,4,1,1.57
CN5X045I0027,CN,5,27,42.47,82.27,3520,3,1,2.84
CN5X045I0059,CN,5,59,42.42,82.02,3700,5,1,0.21
CN5X045J0017,CN,5,17,42.4,81.98,4180,4,1,0.8
CN5X046A0006,CN,5,6,42.68,81.73,3700,5,1,0.25
CN5X046A0008,CN,5,8,42.68,81.7,3660,5,1,0.26
CN5X046C0006,CN,5,6,42.65,81.32,3660,4,1,0.59
CN5X046D0030,CN,5,30,42.6,81.17,3660,5,1,0.25
CN5X046D0034,CN,5,34,42.63,81.32,4000,5,1,0.18
CN5X046E0091,CN,5,91,42.43,81.63,3920,5,1,0.17
CN5X046E0096,CN,5,96,42.48,81.65,3920,4,1,1.61
CN5X046E0098,CN,5,98,42.52,81.68,3880,5,1,0.23
CN5X046E0117,CN,5,117,42.5,81.6,4100,5,1,0.21
CN5X046E0129,CN,5,129,42.5,81.57,3900,5,1,0.24
CN5X046E0152,CN,5,152,42.52,81.43,3880,0,1,0.12
CN5X046G0037,CN,5,37,42.35,81.18,3900,0,1,0.11
CN5X046G0051,CN,5,51,42.35,81.07,3880,5,1,0.32
CN5X046G0064,CN,5,64,42.45,81.15,4000,5,1,0.31
CN5X046H0003,CN,5,3,42.52,81.12,3760,4,1,0.53
CN5X046J0012,CN,5,12,42.55,80.9,3800,5,1,0.38
CN5X046J0017,CN,5,17,42.55,80.85,3680,4,1,1.6
CN5X046L0013,CN,5,13,42.5,80.52,3700,5,1,0.2
CN5X046L0052,CN,5,52,42.43,80.48,3940,5,1,0.2
CN5X046L0061,CN,5,61,42.48,80.47,3720,0,1,0.07
CN5X046L0063,CN,5,63,42.47,80.45,3820,4,1,0.6
CN5X046L0108,CN,5,108,42.35,80.42,3940,4,1,0.63
CN5X046L0126,CN,5,126,42.33,80.33,3940,5,1,0.26
CN5X046L0132,CN,5,132,42.32,80.28,4040,4,1,1.06
CN5Y414D0005,CN,5,5,37.55,102.13,4400,4,1,0.25
CN5Y414D0008,CN,5,8,37.58,102,4540,2,0,1.35
CN5Y415D0005,CN,5,5,37.58,102.15,4600,5,1,0.1
CN5Y415D0009,CN,5,9,37.57,102.12,4480,4,1,0.49
CN5Y416D0009,CN,5,9,37.62,102.07,4320,5,1,0.07
CN5Y417C0009,CN,5,9,37.62,101.63,4440,5,1,0.07
CN5Y421G0003,CN,5,3,38.28,100.5,4400,4,1,0.54
CN5Y421G0005,CN,5,5,38.28,100.48,4480,4,1,0.29
CN5Y423A0001,CN,5,1,38.3,100.28,4760,5,1,0.17
CN5Y424P0003,CN,5,3,38.43,99.37,4520,5,1,0.12
CN5Y425F0007,CN,5,7,38.58,99.05,4620,5,1,0.2
CN5Y425N0001,CN,5,1,39,98.92,4640,5,1,0.12
CN5Y426G0003,CN,5,3,38.65,99.6,4640,5,1,0.1
CN5Y427E0001,CN,5,1,38.67,99.6,4500,5,1,0.08
CN5Y428B0014,CN,5,14,38.92,99.33,4540,3,1,1.08
CN5Y429D0001,CN,5,1,39.07,98.93,4400,4,1,0.29
CN5Y431B0003,CN,5,3,39.15,98.73,4440,4,1,0.43
CN5Y431B0013,CN,5,13,39.13,98.65,4400,5,1,0.23
CN5Y431B0030,CN,5,30,39.22,98.58,4800,3,1,2.84
CN5Y432A0001,CN,5,1,39.22,98.55,4840,2,1,4.59
CN5Y432A0007,CN,5,7,39.25,98.4,4660,3,1,1.79
CN5Y432A0017,CN,5,17,39.27,98.53,4640,3,1,0.69
CN5Y432C0011,CN,5,11,39.23,98.5,4780,5,1,0.31
CN5Y432C0013,CN,5,13,39.23,98.48,4520,5,1,0.17
CN5Y432H0001,CN,5,1,39,98.45,4600,4,1,0.34
CN5Y432H0007,CN,5,7,39,98.42,4620,4,1,1
CN5Y432J0001,CN,5,1,39.2,98.37,4600,4,1,0.72
CN5Y432J0016,CN,5,16,39.22,98.23,4940,5,1,0.07
CN5Y432M0033,CN,5,33,39.43,98.13,4540,5,1,0.4
CN5Y433B0073,CN,5,73,39.3,98.12,4740,5,1,0.17
CN5Y433B0076,CN,5,76,39.32,98.1,4820,4,1,0.63
CN5Y433D0039,CN,5,39,39.17,98.22,4740,5,1,0.04
CN5Y433D0041,CN,5,41,39.17,98.22,4540,5,1,0.05
CN5Y433D0043,CN,5,43,39.17,98.25,5060,4,1,0.23
CN5Y435K0002,CN,5,2,38.62,98.47,4620,5,1,0.24
CN5Y436C0010,CN,5,10,38.78,98.1,4660,5,1,0.1
CN5Y436F0006,CN,5,6,38.9,97.88,4660,4,1,0.92
CN5Y436G0005,CN,5,5,38.93,97.82,4720,3,1,0.56
CN5Y436G0006,CN,5,6,38.93,97.82,4700,4,1,0.19
CN5Y436G0023,CN,5,23,38.97,97.75,4760,4,1,0.85
CN5Y441C0004,CN,5,4,39.37,97.62,4700,5,1,0.06
CN5Y441C0005,CN,5,5,39.33,97.57,4740,4,1,0.64
CN5Y441G0005,CN,5,5,39.4,97.53,4740,5,1,0.29
CN5Y441P0003,CN,5,3,39.2,97.18,4640,4,1,0.33
CN5Y445D0001,CN,5,1,38.45,98.02,4800,5,1,0.13
CN5Y445D0010,CN,5,10,38.38,97.95,4840,4,1,0.31
CN5Y445D0026,CN,5,26,38.47,97.93,4840,5,1,0.1
CN5Y445G0029,CN,5,29,38.52,97.72,5040,3,0,1.7
CN5Y445G0039,CN,5,39,38.57,97.77,5060,3,0,3.87
CN5Y445H0024,CN,5,24,38.65,97.75,4720,4,1,0.28
CN5Y446B0018,CN,5,18,38.58,97.63,4920,7,0,0.86
CN5Y447E0002,CN,5,2,38.88,96.97,4720,5,1,0.1
CN5Y447H0014,CN,5,14,39.45,96.67,5220,5,1,0.09
CN5Y448B0011,CN,5,11,39.42,96.63,4880,5,1,0.09
CN5Y448D0031,CN,5,31,39.52,96.43,4880,3,0,1.6
CN5Y448D0032,CN,5,32,39.5,96.43,5050,5,1,0.19
CN5Y448D0038,CN,5,38,39.5,96.38,4740,4,0,0.49
CN5Y452F0002,CN,5,2,39.5,96.43,5080,4,0,0.33
CN5Y452F0008,CN,5,8,39.48,96.47,5020,5,1,0.04
CN5Y452H0004,CN,5,4,39.4,96.58,4960,2,0,11.68
CN5Y452H0010,CN,5,10,39.37,96.63,4880,3,0,1.47
CN5Y455D0007,CN,5,7,38.6,97.32,5100,5,1,0.07
CN5Y455D0009,CN,5,9,38.6,97.35,5040,5,0,0.15
CN5Y457A0003,CN,5,3,38.57,96.47,4700,4,0,0.42
CN5Y457E0007,CN,5,7,38.77,95.98,5060,4,1,0.34
CN5Y458A0021,CN,5,21,39.1,95.48,5060,5,0,2.83
CN5Y458G0004,CN,5,4,39.25,95.25,4880,7,1,0.96
CN5Y458H0002,CN,5,2,39.25,95.23,5040,5,1,0.05
CN5Y459D0002,CN,5,2,39.28,93.77,5000,5,1,0.13
CN5Y459H0002,CN,5,2,39.28,93.73,5080,4,1,0.38
CN5Y459H0010,CN,5,10,39.27,93.6,5160,2,0,4.08
CN5Y513F0003,CN,5,3,38.22,98.67,4940,5,1,0.09
CN5Y526C0005,CN,5,,35.413,97.584,5220,5,1,0.18
CN5Y529C0002,CN,5,,35.95,95.417,5340,4,1,1
CN5Y532D0010,CN,5,,35.603,94.758,5420,4,1,1.04
CN5Y532D0012,CN,5,,35.6,94.783,5360,5,1,0.16
CN5Y532L0008,CN,5,,35.596,94.891,5380,4,1,0.44
CN5Y532L0010,CN,5,,35.615,94.904,5240,4,1,0.54
CN5Y533A0001,CN,5,,35.643,94.963,5140,4,1,0.72
CN5Y533A0039,CN,5,,35.616,94.705,5260,4,1,1.08
CN5Y533A0072,CN,5,,35.655,94.512,5140,5,1,0.16
CN5Y533A0082,CN,5,,35.617,94.44,5280,4,1,1.2
CN5Y533B0009,CN,5,,35.652,94.372,5280,4,1,0.58
CN5Y533B0011,CN,5,,35.639,94.356,5220,4,1,1.81
CN5Y533B0015,CN,5,,35.648,94.313,5140,4,1,1.41
CN5Y533F0008,CN,5,,35.783,93.527,5320,5,1,0.23
CN5Y541B0003,CN,5,,36.226,92.787,5340,4,0,0.4
CN5Y542B0002,CN,5,,36.048,92.427,5220,5,1,0.19
CN5Y542F0056,CN,5,,35.862,90.799,5440,5,1,0.16
CN5Y542H0022,CN,5,,35.99,90.896,5960,4,1,1.4
CN5Y542H0029,CN,5,,36.007,90.977,5720,4,1,0.42
CN5Y542H0043,CN,5,,36.054,91.143,5440,5,1,0.19
CN5Y542I0030,CN,5,,36.214,92.072,5260,4,1,0.44
CN5Y542J0003,CN,5,,36.213,92.131,5220,4,1,0.54
CN5Y543B0001,CN,5,,36.264,91.984,5320,4,0,0.87
CN5Y543E0001,CN,5,,36.53,91.407,5160,4,1,0.36
CN5Y543G0057,CN,5,,36.658,91.02,5460,4,0,0.42
CN5Y543G0058,CN,5,,36.63,91.029,5380,2,0,5.46
CN5Y543H0008,CN,5,,36.602,91.055,5420,4,1,0.83
CN5Y543H0014,CN,5,,36.584,91.103,5360,4,0,3.09
CN5Y543H0029,CN,5,,36.725,90.799,5600,5,1,0.1
CN5Y552E0006,CN,5,,37.694,90.627,5360,5,1,0.49
CN5Y552F0001,CN,5,,37.633,90.787,5180,5,0,0.47
CN5Y552G0002,CN,5,,37.313,91.163,5140,5,0,0.28
CN5Y552G0007,CN,5,,37.327,91.102,5040,5,1,0.33
CN5Y552K0007,CN,5,,37.506,90.407,5120,5,1,0.14
CN5Y553D0025,CN,5,,37.682,88.211,5260,4,1,0.72
CN5Y553D0042,CN,5,,37.661,88.126,5160,4,1,1.88
CN5Y553D0054,CN,5,,37.679,87.924,5040,5,1,0.11
CN5Y553D0056,CN,5,,37.696,87.902,5060,4,1,0.84
CN5Y555C0011,CN,5,,38.352,89.569,5200,4,1,2.15
CN5Y562I0004,CN,5,4,39.18,95.3,5340,4,0,0.25
CN5Y564H0013,CN,5,13,38.2,96.07,5060,5,1,0.13
CN5Y564H0025,CN,5,25,38.23,96.03,5160,3,0,2.96
CN5Y564K0001,CN,5,1,38.45,95.82,4920,0,0,4.5
CN5Y565I0002,CN,5,2,38.4,95.7,4880,4,1,0.69
CN5Y565L0006,CN,5,6,38.35,95.62,5000,4,1,1.46
CN5Y565L0008,CN,5,8,38.35,95.58,4900,4,1,0.56
CN5Y571C0002,CN,5,2,38.6,97.37,4940,5,1,0.16
CN5Y571D0004,CN,5,4,38.55,97.63,5040,4,0,1.49
CN5Y581D0011,CN,5,11,38.3,95.62,5120,5,1,0.24
CN5Y581F0006,CN,5,6,38.33,95.63,5040,2,1,2.96
CN5Y581F0008,CN,5,8,38.37,95.67,5000,4,1,0.41
CN5Y582F0016,CN,5,16,38.18,96.1,5160,4,0,0.52
CN5Y582H0009,CN,5,9,38.08,96.3,5220,5,1,0.16
CN5Y613B0003,CN,5,,38.316,89.462,5360,4,1,0.5
CN5Y613D0003,CN,5,,38.269,89.243,4900,4,0,0.6
CN5Y623B0014,CN,5,,37.872,87.294,5100,5,1,0.28
CN5Y624A0001,CN,5,,37.911,87.397,5600,2,0,7.89
CN5Y624A0002,CN,5,,37.696,87.828,5020,4,0,0.34
CN5Y624A0003,CN,5,,37.689,87.62,5320,4,0,0.72
CN5Y624B0002,CN,5,,37.657,88.148,5300,4,0,2.29
CN5Y624B0024,CN,5,,37.562,88.188,5340,5,1,0.21
CN5Y624B0035,CN,5,,37.479,88.006,5200,4,1,1.05
CN5Y624B0056,CN,5,,37.527,87.871,5340,4,1,0.81
CN5Y624B0090,CN,5,,37.424,87.841,5840,4,0,2.04
CN5Y624D0012,CN,5,,36.68,87.484,5400,4,1,0.5
CN5Y624D0020,CN,5,,36.573,87.493,5560,4,1,1.76
CN5Y624D0025,CN,5,,36.586,87.43,5560,2,1,5.04
CN5Y624D0034,CN,5,,36.618,87.4,5340,4,1,0.58
CN5Y624E0018,CN,5,,36.526,87.419,5680,5,1,0.15
CN5Y624E0024,CN,5,,36.524,87.362,5560,4,1,1.36
CN5Y624P0014,CN,5,,37.27,85.932,5500,5,1,0.16
CN5Y632A0029,CN,5,,36.821,84.902,5920,4,1,0.3
CN5Y632A0038,CN,5,,36.858,84.917,5740,4,1,1.26
CN5Y632B0026,CN,5,,36.855,84.733,5460,4,1,0.54
CN5Y632C0023,CN,5,,36.725,84.374,5440,4,1,0.56
CN5Y635E0018,CN,5,,36.343,82.865,5880,5,1,0.21
CN5Y635E0025,CN,5,,36.249,82.687,5600,4,1,0.39
CN5Y635E0040,CN,5,,36.248,82.59,5600,2,1,5.13
CN5Y635E0047,CN,5,,36.48,82.556,5440,4,1,0.5
CN5Y636J0024,CN,5,,35.558,82.155,6040,5,1,0.16
CN5Y636J0102,CN,5,,35.464,81.672,6120,4,1,6.29
CN5Y636K0040,CN,5,,35.534,81.75,5760,5,1,0.09
CN5Y636K0041,CN,5,,35.539,81.734,5860,4,1,1.91
CN5Y637A0013,CN,5,,35.977,81.358,5560,3,1,4.81
CN5Y637B0002,CN,5,,36.012,81.166,4840,5,1,0.22
CN5Y637B0003,CN,5,,35.995,81.166,5020,2,1,2.57
CN5Y637B0055,CN,5,,35.971,80.809,5380,5,1,0.19
CN5Y637C0014,CN,5,,35.957,80.67,5400,4,1,0.68
CN5Y637D0021,CN,5,,35.976,80.523,5260,4,1,0.27
CN5Y637D0048,CN,5,,36.018,80.279,5480,4,1,0.93
CN5Y637D0051,CN,5,,36.033,80.299,5260,4,1,0.5
CN5Y641E0003,CN,5,,35.767,81.205,5840,2,1,6.09
CN5Y641E0009,CN,5,,35.769,81.129,5720,5,1,0.15
CN5Y641E0022,CN,5,,35.771,81.039,5540,4,1,0.32
CN5Y641F0015,CN,5,,35.673,81.256,6000,4,1,1.85
CN5Y641F0034,CN,5,,35.532,81.584,6280,2,1,12.94
CN5Y641F0042,CN,5,,35.419,81.549,6200,4,1,0.43
CN5Y641F0046,CN,5,,35.396,81.522,5900,1,1,92.82
CN5Y641F0079,CN,5,,35.536,81.2,5760,4,1,0.26
CN5Y641F0104,CN,5,,35.593,81.056,5520,4,1,0.47
CN5Y641G0011,CN,5,,35.547,81.008,5840,4,1,0.32
CN5Y641G0064,CN,5,,35.521,80.734,5840,4,1,1.46
CN5Y641G0066,CN,5,,35.552,80.731,5840,3,1,6
CN5Y641G0076,CN,5,,35.599,80.712,5660,4,1,0.38
CN5Y641G0096,CN,5,,35.641,80.749,5920,4,1,0.8
CN5Y641H0023,CN,5,,35.654,80.746,5700,4,1,1.84
CN5Y641H0070,CN,5,,35.554,80.528,5740,4,1,0.33
CN5Y641H0073,CN,5,,35.514,80.541,5960,4,1,0.52
CN5Y641H0084,CN,5,,35.562,80.412,5740,4,1,2.05
CN5Y641I0005,CN,5,,35.772,80.52,5680,2,1,10.27
CN5Y641I0008,CN,5,,35.784,80.481,5960,4,1,0.67
CN5Y641I0010,CN,5,,35.805,80.503,5720,5,1,0.38
CN5Y641I0064,CN,5,,35.764,80.393,6320,5,1,0.23
CN5Y641I0067,CN,5,,35.769,80.458,6000,2,1,16.51
CN5Y641I0075,CN,5,,35.722,80.385,5860,4,1,0.28
CN5Y641I0086,CN,5,,35.788,80.328,5760,5,1,0.09
CN5Y641I0110,CN,5,,35.895,80.254,5540,5,1,0.08
CN5Y641J0016,CN,5,,35.807,80.291,5660,5,1,0.52
CN5Y641J0026,CN,5,,35.738,80.287,5640,4,1,2.14
CN5Y641J0059,CN,5,,35.79,80.05,5460,5,1,0.06
CN5Y641J0088,CN,5,,35.53,80.403,5820,2,1,10.65
CN5Y641J0102,CN,5,,35.612,80.306,5640,4,1,0.61
